1517950080,localhost,861.728,970.792
1517950095,localhost,861.728,970.792
1517950110,localhost,861.728,970.792
1517950125,localhost,861.728,970.792
1517950140,localhost,861.728,970.792
1517950155,localhost,861.728,970.792
1517950170,localhost,861.614,970.792
1517950185,localhost,861.614,970.792
1517950200,localhost,861.614,970.792
1517950215,localhost,861.614,970.792
1517950230,localhost,861.614,970.792
1517950245,localhost,861.614,970.792
1517950260,localhost,861.614,970.792
1517950275,localhost,861.614,970.792
1517950290,localhost,861.614,970.792
1517950305,localhost,861.614,970.792
