1517950080,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.0,0.0,1.0
1517950095,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.0,0.0,1.0
1517950110,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.0,0.0,1.0
1517950125,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.0,0.0,1.0
1517950140,__SummaryInfo__,0.0,71.1,0.0,8.0,2394.0,5.4,23.3,0.1,1.0
1517950155,__SummaryInfo__,0.0,23.9666666667,0.0,8.0,2394.0,10.2,65.7666666667,0.0333333333333,1.0
1517950170,__SummaryInfo__,0.0,0.366666666667,0.0,8.0,2394.0,10.7333333333,88.9,0.0,1.0
1517950185,__SummaryInfo__,0.0,0.3,0.0,8.0,2394.0,7.0,92.7,0.0,1.0
1517950200,__SummaryInfo__,0.0,78.4,0.0,8.0,2394.0,3.4,18.1,0.0,1.0
1517950215,__SummaryInfo__,0.0,94.1666666667,0.0,8.0,2394.0,0.98,4.9,0.0,1.0
1517950230,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.1,0.0,1.0
1517950245,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.1,0.0,1.0
1517950260,__SummaryInfo__,0.0,99.9,0.0,8.0,2394.0,0.1,0.1,0.0,1.0
1517950275,__SummaryInfo__,0.0,96.5,0.0,8.0,2394.0,0.766666666667,2.7,0.0,1.0
1517950290,__SummaryInfo__,0.0,50.4,0.0,8.0,2394.0,7.9,41.5333333333,0.0666666666667,1.0
1517950305,__SummaryInfo__,0.0,20.76,0.0,8.0,2394.0,10.6333333333,68.46,0.0733333333333,1.0
