1517950080,__SummaryInfo__,861.728,970.792,1.0
1517950095,__SummaryInfo__,861.728,970.792,1.0
1517950110,__SummaryInfo__,861.728,970.792,1.0
1517950125,__SummaryInfo__,861.728,970.792,1.0
1517950140,__SummaryInfo__,861.728,970.792,1.0
1517950155,__SummaryInfo__,861.728,970.792,1.0
1517950170,__SummaryInfo__,861.614,970.792,1.0
1517950185,__SummaryInfo__,861.614,970.792,1.0
1517950200,__SummaryInfo__,861.614,970.792,1.0
1517950215,__SummaryInfo__,861.614,970.792,1.0
1517950230,__SummaryInfo__,861.614,970.792,1.0
1517950245,__SummaryInfo__,861.614,970.792,1.0
1517950260,__SummaryInfo__,861.614,970.792,1.0
1517950275,__SummaryInfo__,861.614,970.792,1.0
1517950290,__SummaryInfo__,861.614,970.792,1.0
1517950305,__SummaryInfo__,861.614,970.792,1.0
