1517802720,__SummaryInfo__,854.865,970.792,1.0
1517802735,__SummaryInfo__,854.865,970.792,1.0
1517802750,__SummaryInfo__,854.865,970.792,1.0
1517802765,__SummaryInfo__,854.8458,970.792,1.0
1517802780,__SummaryInfo__,854.833,970.792,1.0
1517802795,__SummaryInfo__,854.833,970.792,1.0
1517802810,__SummaryInfo__,854.833,970.792,1.0
1517802825,__SummaryInfo__,854.833,970.792,1.0
1517802840,__SummaryInfo__,854.833,970.792,1.0
1517802855,__SummaryInfo__,854.833,970.792,1.0
1517802870,__SummaryInfo__,854.833,970.792,1.0
1517802885,__SummaryInfo__,854.833,970.792,1.0
1517802900,__SummaryInfo__,854.833,970.792,1.0
1517802915,__SummaryInfo__,854.833,970.792,1.0
1517802930,__SummaryInfo__,854.833,970.792,1.0
1517802945,__SummaryInfo__,854.833,970.792,1.0
1517802960,__SummaryInfo__,854.833,970.792,1.0
1517802975,__SummaryInfo__,854.833,970.792,1.0
1517802990,__SummaryInfo__,854.833,970.792,1.0
1517803005,__SummaryInfo__,854.833,970.792,1.0
1517803020,__SummaryInfo__,854.833,970.792,1.0
1517803035,__SummaryInfo__,854.833,970.792,1.0
