1517803140,__SummaryInfo__,9.05,9.33,470.0,1567.65,1.0
1517803155,__SummaryInfo__,9.05,9.33,470.0,1567.65,1.0
1517803170,__SummaryInfo__,9.05,9.33,470.0,1567.65,1.0
1517803185,__SummaryInfo__,9.05,9.33,470.0,1567.65,1.0
1517803200,__SummaryInfo__,9841.87666667,1789.146,13390165.4667,13022335.7433,1.0
1517803215,__SummaryInfo__,36882.15,6683.64,50211828.0,48829448.0,1.0
1517803230,__SummaryInfo__,36882.15,6683.64,50211828.0,48829448.0,1.0
1517803245,__SummaryInfo__,17589.03,3199.80533333,23975691.6,23045541.7813,1.0
1517803260,__SummaryInfo__,707.55,151.45,1019072.25,484623.84,1.0
1517803275,__SummaryInfo__,707.55,151.45,1019072.25,484623.84,1.0
1517803290,__SummaryInfo__,120.6,40.3866666667,152148.894,81932.3386667,1.0
1517803305,__SummaryInfo__,30.3,23.3,18776.07,19979.8,1.0
1517803320,__SummaryInfo__,375.938,96.456,494240.756,361732.066,1.0
1517803335,__SummaryInfo__,1758.49,389.08,2396099.5,1728741.13,1.0
1517803350,__SummaryInfo__,1758.49,389.08,2396099.5,1728741.13,1.0
1517803365,__SummaryInfo__,20452.7833333,3820.46666667,27925706.1667,26841444.5273,1.0
1517803380,__SummaryInfo__,36810.29,6822.93,50264112.0,48815060.0,1.0
1517803395,__SummaryInfo__,36810.29,6822.93,50264112.0,48815060.0,1.0
1517803410,__SummaryInfo__,4920.25,923.018666667,6702516.34667,6510545.63533,1.0
1517803425,__SummaryInfo__,14.09,15.34,732.4,2158.81,1.0
1517803440,__SummaryInfo__,60.828,33.452,57103.088,52152.864,1.0
1517803455,__SummaryInfo__,247.78,105.9,282585.84,252129.08,1.0
1517803470,__SummaryInfo__,247.78,105.9,282585.84,252129.08,1.0
1517803485,__SummaryInfo__,20514.8253333,3964.732,27763049.9253,26948036.7707,1.0
1517803500,__SummaryInfo__,38248.49,7341.21,51808456.0,50306956.0,1.0
1517803515,__SummaryInfo__,38248.49,7341.21,51808456.0,50306956.0,1.0
1517803530,__SummaryInfo__,7669.234,1483.154,10374805.12,10075222.992,1.0
1517803545,__SummaryInfo__,24.42,18.64,16392.4,17289.74,1.0
1517803560,__SummaryInfo__,24.42,18.64,16392.4,17289.74,1.0
1517803575,__SummaryInfo__,24.42,18.64,16392.4,17289.74,1.0
1517803590,__SummaryInfo__,24.42,18.64,16392.4,17289.74,1.0
1517803605,__SummaryInfo__,742.062666667,186.058666667,941310.853333,935610.278667,1.0
1517803620,__SummaryInfo__,1370.0,332.55,1750614.5,1739140.75,1.0
1517803635,__SummaryInfo__,1370.0,332.55,1750614.5,1739140.75,1.0
1517803650,__SummaryInfo__,190.527333333,52.634,233838.815333,233515.624667,1.0
1517803665,__SummaryInfo__,9.07,9.57,488.71,1880.99,1.0
