1517803140,localhost,854.833,970.792
1517803155,localhost,854.833,970.792
1517803170,localhost,854.833,970.792
1517803185,localhost,854.833,970.792
1517803200,localhost,854.833,970.792
1517803215,localhost,854.833,970.792
1517803230,localhost,854.833,970.792
1517803245,localhost,854.833,970.792
1517803260,localhost,854.833,970.792
1517803275,localhost,854.833,970.792
1517803290,localhost,854.833,970.792
1517803305,localhost,854.832466667,970.792
1517803320,localhost,854.832,970.792
1517803335,localhost,854.832,970.792
1517803350,localhost,854.832,970.792
1517803365,localhost,854.832,970.792
1517803380,localhost,854.832,970.792
1517803395,localhost,854.832,970.792
1517803410,localhost,854.832,970.792
1517803425,localhost,854.832,970.792
1517803440,localhost,854.832,970.792
1517803455,localhost,854.832,970.792
1517803470,localhost,854.832,970.792
1517803485,localhost,854.786666667,970.792
1517803500,localhost,854.747,970.792
1517803515,localhost,854.747,970.792
1517803530,localhost,854.747,970.792
1517803545,localhost,854.747,970.792
1517803560,localhost,854.747,970.792
1517803575,localhost,854.747,970.792
1517803590,localhost,854.747,970.792
1517803605,localhost,854.747,970.792
1517803620,localhost,854.747,970.792
1517803635,localhost,854.747,970.792
1517803650,localhost,854.747,970.792
1517803665,localhost,854.747,970.792
