1517876700,localhost,861.278,970.792
1517876715,localhost,861.278,970.792
1517876730,localhost,861.278,970.792
1517876745,localhost,861.278,970.792
1517876760,localhost,861.278,970.792
1517876775,localhost,861.278,970.792
1517876790,localhost,861.278,970.792
1517876805,localhost,861.278,970.792
1517876820,localhost,861.278,970.792
1517876835,localhost,861.278,970.792
1517876850,localhost,861.278,970.792
1517876865,localhost,861.278,970.792
1517876880,localhost,861.278,970.792
1517876895,localhost,861.278,970.792
1517876910,localhost,861.2778,970.792
1517876925,localhost,861.277,970.792
1517876940,localhost,861.277,970.792
1517876955,localhost,861.277,970.792
1517876970,localhost,861.277,970.792
1517876985,localhost,861.277,970.792
1517877000,localhost,861.277,970.792
1517877015,localhost,861.277,970.792
1517877030,localhost,861.277,970.792
1517877045,localhost,861.277,970.792
1517877060,localhost,861.277,970.792
1517877075,localhost,861.277,970.792
1517877090,localhost,861.276733333,970.792
1517877105,localhost,861.276,970.792
1517877120,localhost,861.276,970.792
1517877135,localhost,861.276,970.792
1517877150,localhost,861.276,970.792
1517877165,localhost,861.276,970.792
1517877180,localhost,861.276,970.792
1517877195,localhost,861.276,970.792
1517877210,localhost,861.276,970.792
1517877225,localhost,861.276,970.792
1517877240,localhost,861.276,970.792
1517877255,localhost,861.276,970.792
1517877270,localhost,861.276,970.792
1517877285,localhost,861.276,970.792
1517877300,localhost,861.276,970.792
1517877315,localhost,861.276,970.792
1517877330,localhost,861.276,970.792
