1517700525,localhost,855.194,970.792
1517700540,localhost,855.194,970.792
1517700555,localhost,855.194,970.792
1517700570,localhost,855.194,970.792
1517700585,localhost,855.194,970.792
1517700600,localhost,855.194,970.792
1517700615,localhost,855.194,970.792
1517700630,localhost,855.194,970.792
1517700645,localhost,855.194,970.792
1517700660,localhost,855.194,970.792
1517700675,localhost,855.194,970.792
1517700690,localhost,855.194,970.792
1517700705,localhost,855.194,970.792
1517700720,localhost,855.194,970.792
1517700735,localhost,855.194,970.792
1517700750,localhost,855.163466667,970.792
1517700765,localhost,854.965,970.792
1517700780,localhost,854.965,970.792
1517700795,localhost,854.965,970.792
1517700810,localhost,854.965,970.792
1517700825,localhost,854.965,970.792
1517700840,localhost,854.965,970.792
1517700855,localhost,854.965,970.792
1517700870,localhost,854.965,970.792
1517700885,localhost,854.965,970.792
