1517700525,localhost,7.12,6.62,494.23,1096.56
1517700540,localhost,7.12,6.62,494.23,1096.56
1517700555,localhost,7.12,6.62,494.23,1096.56
1517700570,localhost,7.12,6.62,494.23,1096.56
1517700585,localhost,8.94933333333,9.616,620.51,1784.632
1517700600,localhost,31808.3253333,7334.03266667,44367385.9687,21222688.652
1517700615,localhost,34079.7,7857.19,47536440.0,22738464.0
1517700630,localhost,37337.5693333,9262.118,51046813.3333,31240681.6
1517700645,localhost,46296.71,13125.67,60700340.0,54621780.0
1517700660,localhost,46296.71,13125.67,60700340.0,54621780.0
1517700675,localhost,49900.8433333,12606.9126667,68629814.1333,41010845.6
1517700690,localhost,53054.46,12153.0,75568104.0,29101278.0
1517700705,localhost,53054.46,12153.0,75568104.0,29101278.0
1517700720,localhost,50056.588,11264.064,73945512.0,6416505.552
1517700735,localhost,49307.12,11041.83,73539864.0,745312.44
1517700750,localhost,48991.7893333,12119.5273333,69929228.8,16493573.7147
1517700765,localhost,46942.14,19124.56,46460100.0,118857272.0
1517700780,localhost,46942.14,19124.56,46460100.0,118857272.0
1517700795,localhost,47685.05,23117.4346667,43506157.8667,118591619.2
1517700810,localhost,48534.09,27680.72,40130224.0,118288016.0
1517700825,localhost,48534.09,27680.72,40130224.0,118288016.0
1517700840,localhost,23803.506,11681.264,24493638.4,45120286.4
1517700855,localhost,17620.86,7681.4,20584492.0,26828354.0
1517700870,localhost,23547.37,8654.706,28480550.4,32517977.6
1517700885,localhost,47253.41,12547.93,60064784.0,55276472.0
