1517877525,localhost,9.2,9.45,484.26,1585.49
1517877540,localhost,9.2,9.45,484.26,1585.49
1517877555,localhost,4.508,4.818,241.464,819.086
1517877570,localhost,14.62,12.6313333333,3716.86933333,3123.77933333
1517877585,localhost,51.03,42.61,13719.36,10866.76
1517877600,localhost,51.03,42.61,13719.36,10866.76
1517877615,localhost,58.59,48.814,14805.84,13586.428
1517877630,localhost,63.63,52.95,15530.16,15399.54
1517877645,localhost,63.63,52.95,15530.16,15399.54
1517877660,localhost,63.63,52.95,15530.16,15399.54
1517877675,localhost,63.63,52.95,15530.16,15399.54
1517877690,localhost,63.63,52.95,15530.16,15399.54
1517877705,localhost,63.63,52.95,15530.16,15399.54
1517877720,localhost,63.63,52.95,15530.16,15399.54
1517877735,localhost,63.63,52.95,15530.16,15399.54
1517877750,localhost,63.63,52.95,15530.16,15399.54
1517877765,localhost,63.63,52.95,15530.16,15399.54
1517877780,localhost,9.18,9.28,475.6,1561.05
