1517877525,localhost,861.276,970.792
1517877540,localhost,861.276,970.792
1517877555,localhost,861.276,970.792
1517877570,localhost,861.276,970.792
1517877585,localhost,861.276,970.792
1517877600,localhost,861.276,970.792
1517877615,localhost,861.276,970.792
1517877630,localhost,861.275733333,970.792
1517877645,localhost,861.275,970.792
1517877660,localhost,861.275,970.792
1517877675,localhost,861.275,970.792
1517877690,localhost,861.275,970.792
1517877705,localhost,861.275,970.792
1517877720,localhost,861.275,970.792
1517877735,localhost,861.275,970.792
1517877750,localhost,861.275,970.792
1517877765,localhost,861.275,970.792
1517877780,localhost,861.275,970.792
