1517694195,localhost,0.0,99.9,0.0,8.0,2400.0,0.1,0.0,0.0
1517694210,localhost,0.0,99.9,0.0,8.0,2400.0,0.1,0.0,0.0
1517694225,localhost,0.0,99.9,0.0,8.0,2400.0,0.1,0.0,0.0
1517694240,localhost,0.0,99.9,0.0,8.0,2400.0,0.1,0.0,0.0
1517694255,localhost,0.0,84.1,0.0,8.0,2400.0,2.7,11.0333333333,2.13333333333
1517694270,localhost,0.0,52.5,0.0,8.0,2400.0,7.9,33.1,6.4
1517694285,localhost,0.0,32.9,0.0,8.0,2400.0,0.8,0.1,66.2
1517694300,localhost,0.0,36.7666666667,0.0,8.0,2400.0,3.93333333333,15.7,43.6
1517694315,localhost,0.0,30.94,0.0,8.0,2400.0,6.9,40.66,21.5
1517694330,localhost,0.0,23.4866666667,0.0,8.0,2400.0,8.54,62.8266666667,5.14666666667
1517694345,localhost,0.0,82.1,0.0,8.0,2400.0,2.1,12.8,3.0
1517694360,localhost,0.0,95.08,0.0,8.0,2400.0,0.633333333333,3.48666666667,0.8
1517694375,localhost,0.0,99.28,0.0,8.0,2400.0,0.14,0.58,0.0
1517694390,localhost,0.0,98.5,0.0,8.0,2400.0,0.2,1.3,0.0
1517694405,localhost,0.0,98.5,0.0,8.0,2400.0,0.2,1.3,0.0
1517694420,localhost,0.0,96.4333333333,0.0,8.0,2400.0,1.06666666667,2.3,0.0666666666667
1517694435,localhost,0.0,91.6,0.0,8.0,2400.0,2.53333333333,5.56666666667,0.1
1517694450,localhost,0.0,84.8733333333,0.0,8.0,2400.0,4.37333333333,10.46,0.1
1517694465,localhost,0.0,97.1,0.0,8.0,2400.0,1.2,1.5,0.1
1517694480,localhost,0.0,78.5466666667,0.0,8.0,2400.0,4.5,16.7533333333,0.1
1517694495,localhost,0.0,70.32,0.0,8.0,2400.0,6.42,23.06,0.1
1517694510,localhost,0.0,68.1,0.0,8.0,2400.0,7.5,24.2,0.1
1517694525,localhost,0.0,17.1,0.0,8.0,2400.0,23.8,59.0,0.0
1517694540,localhost,0.0,5.83333333333,0.0,8.0,2400.0,8.13333333333,85.9333333333,0.0
1517694555,localhost,0.0,0.2,0.0,8.0,2400.0,0.733333333333,99.0,0.0
1517694570,localhost,0.0,0.2,0.0,8.0,2400.0,1.6,98.2,0.0
1517694585,localhost,0.0,0.2,0.0,8.0,2400.0,1.6,98.2,0.0
1517694600,localhost,0.0,0.2,0.0,8.0,2400.0,1.6,98.2,0.0
1517694615,localhost,0.0,0.2,0.0,8.0,2400.0,1.6,98.2,0.0
1517694630,localhost,0.0,0.2,0.0,8.0,2400.0,1.6,98.2,0.0
1517694645,localhost,0.0,0.173333333333,0.0,8.0,2400.0,1.22666666667,98.5733333333,0.0
1517694660,localhost,0.0,0.1,0.0,8.0,2400.0,0.2,99.6,0.0
1517694675,localhost,0.0,5.35333333333,0.0,8.0,2400.0,0.546666666667,92.8266666667,1.17333333333
1517694690,localhost,0.0,19.8,0.0,8.0,2400.0,1.5,74.2,4.4
1517694705,localhost,0.0,82.1466666667,0.0,8.0,2400.0,0.286666666667,5.78666666667,11.7733333333
1517694720,localhost,0.0,82.88,0.0,8.0,2400.0,0.38,5.22,11.52
1517694735,localhost,0.0,59.52,0.0,8.0,2400.0,0.58,31.8333333333,8.06666666667
1517694750,localhost,0.0,2.1,0.0,8.0,2400.0,0.8,97.1,0.0
1517694765,localhost,0.0,58.1,0.0,8.0,2400.0,1.26666666667,36.8066666667,3.82666666667
1517694780,localhost,0.0,82.14,0.0,8.0,2400.0,0.64,14.32,2.9
1517694795,localhost,0.0,86.3,0.0,8.0,2400.0,1.13333333333,11.0266666667,1.54
1517694810,localhost,0.0,61.0,0.0,8.0,2400.0,3.7,35.3,0.0
1517694825,localhost,0.0,58.7,0.0,8.0,2400.0,0.1,41.2,0.0
1517694840,localhost,0.0,27.14,0.0,8.0,2400.0,0.76,72.1,0.0
1517694855,localhost,0.0,6.1,0.0,8.0,2400.0,1.2,92.7,0.0
1517694870,localhost,0.0,6.1,0.0,8.0,2400.0,1.2,92.7,0.0
1517694885,localhost,0.0,49.3133333333,0.0,8.0,2400.0,3.16,45.8466666667,1.68
1517694900,localhost,0.0,76.9866666667,0.0,8.0,2400.0,2.28666666667,19.8333333333,0.84
1517694915,localhost,0.0,98.8733333333,0.0,8.0,2400.0,1.05333333333,0.0,0.0
