1517694195,localhost,2.0,3.33,158.33,1652.98
1517694210,localhost,2.0,3.33,158.33,1652.98
1517694225,localhost,2.0,3.33,158.33,1652.98
1517694240,localhost,2.33333333333,3.44333333333,182.883333333,1031.1
1517694255,localhost,2.5,3.5,195.16,720.16
1517694270,localhost,2.5,3.5,195.16,720.16
1517694285,localhost,2913.68,321.93,4197781.0,2055459.5
1517694300,localhost,2913.68,321.93,4197781.0,2055459.5
1517694315,localhost,7748.764,2108.798,10400257.4,9196844.5
1517694330,localhost,15001.39,4789.1,19703972.0,19908922.0
1517694345,localhost,15001.39,4789.1,19703972.0,19908922.0
1517694360,localhost,5775.74133333,1948.43066667,7181221.83333,14443366.6667
1517694375,localhost,2420.96,915.46,2627494.5,12455892.0
1517694390,localhost,2420.96,915.46,2627494.5,12455892.0
1517694405,localhost,6508.33,1943.18,9071774.0,3498537.0
1517694420,localhost,6508.33,1943.18,9071774.0,3498537.0
1517694435,localhost,15420.7366667,3594.03,21176114.6667,12680874.0
1517694450,localhost,33245.55,6895.73,45384796.0,31045548.0
1517694465,localhost,33245.55,6895.73,45384796.0,31045548.0
1517694480,localhost,24774.2666667,5538.66,34086487.7333,19784562.0
1517694495,localhost,21693.8,5045.18,29978012.0,15689658.0
1517694510,localhost,21693.8,5045.18,29978012.0,15689658.0
1517694525,localhost,18274.5,3150.38,24233424.0,21239034.0
1517694540,localhost,18274.5,3150.38,24233424.0,21239034.0
1517694555,localhost,12219.6833333,2113.01333333,16157553.7667,14375731.7933
1517694570,localhost,110.05,38.28,5813.3,649127.38
1517694585,localhost,110.05,38.28,5813.3,649127.38
1517694600,localhost,23.1473333333,20.5093333333,1280.13733333,60566.3626667
1517694615,localhost,16.94,19.24,956.34,18526.29
1517694630,localhost,16.94,19.24,956.34,18526.29
1517694645,localhost,16.94,19.24,956.34,18526.29
1517694660,localhost,16.94,19.24,956.34,18526.29
1517694675,localhost,25.91,29.542,1654.176,24111.18
1517694690,localhost,31.89,36.41,2119.4,27834.44
1517694705,localhost,31.89,36.41,2119.4,27834.44
1517694720,localhost,12.7193333333,14.5606666667,761.334666667,6130.38933333
1517694735,localhost,11.35,13.0,664.33,4580.1
1517694750,localhost,279.912666667,115.213333333,338224.21,342053.574667
1517694765,localhost,1018.46,396.3,1266513.88,1270105.63
1517694780,localhost,1018.46,396.3,1266513.88,1270105.63
1517694795,localhost,6221.62666667,2522.23333333,7724598.62667,10053915.21
1517694810,localhost,8823.21,3585.2,10953641.0,14445820.0
1517694825,localhost,8823.21,3585.2,10953641.0,14445820.0
1517694840,localhost,670.655333333,306.754666667,737901.582667,2339910.1
1517694855,localhost,88.33,72.58,8205.91,1475202.25
1517694870,localhost,3415.60466667,1238.64666667,4304358.20067,6659100.31667
1517694885,localhost,12565.61,4445.33,16118777.0,20914820.0
1517694900,localhost,12565.61,4445.33,16118777.0,20914820.0
1517694915,localhost,5034.308,1786.766,6448089.308,8367379.448
