1517694195,__SummaryInfo__,872.751,970.792,1.0
1517694210,__SummaryInfo__,872.751,970.792,1.0
1517694225,__SummaryInfo__,872.751,970.792,1.0
1517694240,__SummaryInfo__,872.751,970.792,1.0
1517694255,__SummaryInfo__,872.751,970.792,1.0
1517694270,__SummaryInfo__,872.751,970.792,1.0
1517694285,__SummaryInfo__,872.751,970.792,1.0
1517694300,__SummaryInfo__,872.751,970.792,1.0
1517694315,__SummaryInfo__,872.751,970.792,1.0
1517694330,__SummaryInfo__,872.751,970.792,1.0
1517694345,__SummaryInfo__,872.751,970.792,1.0
1517694360,__SummaryInfo__,872.751,970.792,1.0
1517694375,__SummaryInfo__,872.751,970.792,1.0
1517694390,__SummaryInfo__,872.751,970.792,1.0
1517694405,__SummaryInfo__,872.751,970.792,1.0
1517694420,__SummaryInfo__,872.751,970.792,1.0
1517694435,__SummaryInfo__,872.436333333,970.792,1.0
1517694450,__SummaryInfo__,871.807,970.792,1.0
1517694465,__SummaryInfo__,871.807,970.792,1.0
1517694480,__SummaryInfo__,871.807,970.792,1.0
1517694495,__SummaryInfo__,871.807,970.792,1.0
1517694510,__SummaryInfo__,871.807,970.792,1.0
1517694525,__SummaryInfo__,871.807,970.792,1.0
1517694540,__SummaryInfo__,871.807,970.792,1.0
1517694555,__SummaryInfo__,871.807,970.792,1.0
1517694570,__SummaryInfo__,871.807,970.792,1.0
1517694585,__SummaryInfo__,871.807,970.792,1.0
1517694600,__SummaryInfo__,871.807,970.792,1.0
1517694615,__SummaryInfo__,871.807,970.792,1.0
1517694630,__SummaryInfo__,871.807,970.792,1.0
1517694645,__SummaryInfo__,871.807,970.792,1.0
1517694660,__SummaryInfo__,871.807,970.792,1.0
1517694675,__SummaryInfo__,871.114,970.792,1.0
1517694690,__SummaryInfo__,870.652,970.792,1.0
1517694705,__SummaryInfo__,870.652,970.792,1.0
1517694720,__SummaryInfo__,870.652,970.792,1.0
1517694735,__SummaryInfo__,870.652,970.792,1.0
1517694750,__SummaryInfo__,870.652,970.792,1.0
1517694765,__SummaryInfo__,870.652,970.792,1.0
1517694780,__SummaryInfo__,870.652,970.792,1.0
1517694795,__SummaryInfo__,870.652,970.792,1.0
1517694810,__SummaryInfo__,870.652,970.792,1.0
1517694825,__SummaryInfo__,870.652,970.792,1.0
1517694840,__SummaryInfo__,870.652,970.792,1.0
1517694855,__SummaryInfo__,870.313,970.792,1.0
1517694870,__SummaryInfo__,870.087,970.792,1.0
1517694885,__SummaryInfo__,870.087,970.792,1.0
1517694900,__SummaryInfo__,870.087,970.792,1.0
1517694915,__SummaryInfo__,871.6854,970.792,1.0
