1517694195,__SummaryInfo__,2.0,3.33,158.33,1652.98,1.0
1517694210,__SummaryInfo__,2.0,3.33,158.33,1652.98,1.0
1517694225,__SummaryInfo__,2.0,3.33,158.33,1652.98,1.0
1517694240,__SummaryInfo__,2.33333333333,3.44333333333,182.883333333,1031.1,1.0
1517694255,__SummaryInfo__,2.5,3.5,195.16,720.16,1.0
1517694270,__SummaryInfo__,2.5,3.5,195.16,720.16,1.0
1517694285,__SummaryInfo__,2913.68,321.93,4197781.0,2055459.5,1.0
1517694300,__SummaryInfo__,2913.68,321.93,4197781.0,2055459.5,1.0
1517694315,__SummaryInfo__,7748.764,2108.798,10400257.4,9196844.5,1.0
1517694330,__SummaryInfo__,15001.39,4789.1,19703972.0,19908922.0,1.0
1517694345,__SummaryInfo__,15001.39,4789.1,19703972.0,19908922.0,1.0
1517694360,__SummaryInfo__,5775.74133333,1948.43066667,7181221.83333,14443366.6667,1.0
1517694375,__SummaryInfo__,2420.96,915.46,2627494.5,12455892.0,1.0
1517694390,__SummaryInfo__,2420.96,915.46,2627494.5,12455892.0,1.0
1517694405,__SummaryInfo__,6508.33,1943.18,9071774.0,3498537.0,1.0
1517694420,__SummaryInfo__,6508.33,1943.18,9071774.0,3498537.0,1.0
1517694435,__SummaryInfo__,15420.7366667,3594.03,21176114.6667,12680874.0,1.0
1517694450,__SummaryInfo__,33245.55,6895.73,45384796.0,31045548.0,1.0
1517694465,__SummaryInfo__,33245.55,6895.73,45384796.0,31045548.0,1.0
1517694480,__SummaryInfo__,24774.2666667,5538.66,34086487.7333,19784562.0,1.0
1517694495,__SummaryInfo__,21693.8,5045.18,29978012.0,15689658.0,1.0
1517694510,__SummaryInfo__,21693.8,5045.18,29978012.0,15689658.0,1.0
1517694525,__SummaryInfo__,18274.5,3150.38,24233424.0,21239034.0,1.0
1517694540,__SummaryInfo__,18274.5,3150.38,24233424.0,21239034.0,1.0
1517694555,__SummaryInfo__,12219.6833333,2113.01333333,16157553.7667,14375731.7933,1.0
1517694570,__SummaryInfo__,110.05,38.28,5813.3,649127.38,1.0
1517694585,__SummaryInfo__,110.05,38.28,5813.3,649127.38,1.0
1517694600,__SummaryInfo__,23.1473333333,20.5093333333,1280.13733333,60566.3626667,1.0
1517694615,__SummaryInfo__,16.94,19.24,956.34,18526.29,1.0
1517694630,__SummaryInfo__,16.94,19.24,956.34,18526.29,1.0
1517694645,__SummaryInfo__,16.94,19.24,956.34,18526.29,1.0
1517694660,__SummaryInfo__,16.94,19.24,956.34,18526.29,1.0
1517694675,__SummaryInfo__,25.91,29.542,1654.176,24111.18,1.0
1517694690,__SummaryInfo__,31.89,36.41,2119.4,27834.44,1.0
1517694705,__SummaryInfo__,31.89,36.41,2119.4,27834.44,1.0
1517694720,__SummaryInfo__,12.7193333333,14.5606666667,761.334666667,6130.38933333,1.0
1517694735,__SummaryInfo__,11.35,13.0,664.33,4580.1,1.0
1517694750,__SummaryInfo__,279.912666667,115.213333333,338224.21,342053.574667,1.0
1517694765,__SummaryInfo__,1018.46,396.3,1266513.88,1270105.63,1.0
1517694780,__SummaryInfo__,1018.46,396.3,1266513.88,1270105.63,1.0
1517694795,__SummaryInfo__,6221.62666667,2522.23333333,7724598.62667,10053915.21,1.0
1517694810,__SummaryInfo__,8823.21,3585.2,10953641.0,14445820.0,1.0
1517694825,__SummaryInfo__,8823.21,3585.2,10953641.0,14445820.0,1.0
1517694840,__SummaryInfo__,670.655333333,306.754666667,737901.582667,2339910.1,1.0
1517694855,__SummaryInfo__,88.33,72.58,8205.91,1475202.25,1.0
1517694870,__SummaryInfo__,3415.60466667,1238.64666667,4304358.20067,6659100.31667,1.0
1517694885,__SummaryInfo__,12565.61,4445.33,16118777.0,20914820.0,1.0
1517694900,__SummaryInfo__,12565.61,4445.33,16118777.0,20914820.0,1.0
1517694915,__SummaryInfo__,5034.308,1786.766,6448089.308,8367379.448,1.0
