1517694195,localhost,872.751,970.792
1517694210,localhost,872.751,970.792
1517694225,localhost,872.751,970.792
1517694240,localhost,872.751,970.792
1517694255,localhost,872.751,970.792
1517694270,localhost,872.751,970.792
1517694285,localhost,872.751,970.792
1517694300,localhost,872.751,970.792
1517694315,localhost,872.751,970.792
1517694330,localhost,872.751,970.792
1517694345,localhost,872.751,970.792
1517694360,localhost,872.751,970.792
1517694375,localhost,872.751,970.792
1517694390,localhost,872.751,970.792
1517694405,localhost,872.751,970.792
1517694420,localhost,872.751,970.792
1517694435,localhost,872.436333333,970.792
1517694450,localhost,871.807,970.792
1517694465,localhost,871.807,970.792
1517694480,localhost,871.807,970.792
1517694495,localhost,871.807,970.792
1517694510,localhost,871.807,970.792
1517694525,localhost,871.807,970.792
1517694540,localhost,871.807,970.792
1517694555,localhost,871.807,970.792
1517694570,localhost,871.807,970.792
1517694585,localhost,871.807,970.792
1517694600,localhost,871.807,970.792
1517694615,localhost,871.807,970.792
1517694630,localhost,871.807,970.792
1517694645,localhost,871.807,970.792
1517694660,localhost,871.807,970.792
1517694675,localhost,871.114,970.792
1517694690,localhost,870.652,970.792
1517694705,localhost,870.652,970.792
1517694720,localhost,870.652,970.792
1517694735,localhost,870.652,970.792
1517694750,localhost,870.652,970.792
1517694765,localhost,870.652,970.792
1517694780,localhost,870.652,970.792
1517694795,localhost,870.652,970.792
1517694810,localhost,870.652,970.792
1517694825,localhost,870.652,970.792
1517694840,localhost,870.652,970.792
1517694855,localhost,870.313,970.792
1517694870,localhost,870.087,970.792
1517694885,localhost,870.087,970.792
1517694900,localhost,870.087,970.792
1517694915,localhost,871.6854,970.792
