1517863095,localhost,1.3,0.65,91.0,66.7
1517863110,localhost,1.3,0.65,91.0,66.7
1517863125,localhost,1.3,0.65,91.0,66.7
1517863140,localhost,1.3,0.65,91.0,66.7
1517863155,localhost,1.3,0.65,91.0,66.7
1517863170,localhost,15.3733333333,12.8233333333,3734.74,3367.77333333
1517863185,localhost,43.52,37.17,11022.22,9969.92
1517863200,localhost,43.52,37.17,11022.22,9969.92
1517863215,localhost,43.52,37.17,11022.22,9969.92
1517863230,localhost,43.52,37.17,11022.22,9969.92
1517863245,localhost,43.52,37.17,11022.22,9969.92
1517863260,localhost,43.52,37.17,11022.22,9969.92
1517863275,localhost,43.52,37.17,11022.22,9969.92
1517863290,localhost,43.52,37.17,11022.22,9969.92
1517863305,localhost,43.52,37.17,11022.22,9969.92
1517863320,localhost,43.52,37.17,11022.22,9969.92
1517863335,localhost,43.52,37.17,11022.22,9969.92
1517863350,localhost,43.52,37.17,11022.22,9969.92
1517863365,localhost,43.52,37.17,11022.22,9969.92
