1517863095,__SummaryInfo__,1.3,0.65,91.0,66.7,1.0
1517863110,__SummaryInfo__,1.3,0.65,91.0,66.7,1.0
1517863125,__SummaryInfo__,1.3,0.65,91.0,66.7,1.0
1517863140,__SummaryInfo__,1.3,0.65,91.0,66.7,1.0
1517863155,__SummaryInfo__,1.3,0.65,91.0,66.7,1.0
1517863170,__SummaryInfo__,15.3733333333,12.8233333333,3734.74,3367.77333333,1.0
1517863185,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863200,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863215,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863230,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863245,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863260,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863275,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863290,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863305,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863320,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863335,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863350,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
1517863365,__SummaryInfo__,43.52,37.17,11022.22,9969.92,1.0
