1517806515,localhost,1.67,1.67,110.0,3435.37
1517806530,localhost,1.67,1.67,110.0,3435.37
1517806545,localhost,1.67,1.67,110.0,3435.37
1517806560,localhost,99.8113333333,29.9313333333,135588.333333,13892.858
1517806575,localhost,369.7,107.65,508153.75,42650.95
1517806590,localhost,369.7,107.65,508153.75,42650.95
1517806605,localhost,10206.9613333,1902.39666667,13881847.15,13140013.3633
1517806620,localhost,37259.43,6837.95,50659504.0,49157760.0
1517806635,localhost,37259.43,6837.95,50659504.0,49157760.0
1517806650,localhost,12436.6766667,2293.18333333,16898869.1,16399003.0533
1517806665,localhost,25.3,20.8,18551.65,19624.58
1517806680,localhost,25.3,20.8,18551.65,19624.58
1517806695,localhost,18.92,19.77,983.03,2606.32
1517806710,localhost,18.92,19.77,983.03,2606.32
1517806725,localhost,18.92,19.77,983.03,2606.32
1517806740,localhost,18.92,19.77,983.03,2606.32
1517806755,localhost,18.92,19.77,983.03,2606.32
1517806770,localhost,18.92,19.77,983.03,2606.32
1517806785,localhost,18.92,19.77,983.03,2606.32
1517806800,localhost,18.92,19.77,983.03,2606.32
1517806815,localhost,18.92,19.77,983.03,2606.32
1517806830,localhost,18.92,19.77,983.03,2606.32
1517806845,localhost,18.92,19.77,983.03,2606.32
1517806860,localhost,18.92,19.77,983.03,2606.32
1517806875,localhost,18.92,19.77,983.03,2606.32
1517806890,localhost,18.92,19.77,983.03,2606.32
1517806905,localhost,18.92,19.77,983.03,2606.32
1517806920,localhost,18.92,19.77,983.03,2606.32
1517806935,localhost,18.92,19.77,983.03,2606.32
1517806950,localhost,18.92,19.77,983.03,2606.32
1517806965,localhost,18.92,19.77,983.03,2606.32
1517806980,localhost,18.8553333333,19.6773333333,979.734666667,2596.86866667
1517806995,localhost,17.95,18.38,933.6,2464.55
1517807010,localhost,17.95,18.38,933.6,2464.55
1517807025,localhost,17.95,18.38,933.6,2464.55
1517807040,localhost,17.95,18.38,933.6,2464.55
1517807055,localhost,17.95,18.38,933.6,2464.55
1517807070,localhost,17.95,18.38,933.6,2464.55
1517807085,localhost,15.846,16.416,823.356,9134.31
1517807100,localhost,12.69,13.47,657.99,19138.95
1517807115,localhost,12.69,13.47,657.99,19138.95
1517807130,localhost,21.4166666667,17.2433333333,12605.4833333,8022.41666667
1517807145,localhost,25.78,19.13,18579.23,2464.15
1517807160,localhost,25.78,19.13,18579.23,2464.15
1517807175,localhost,17.59,17.77,914.21,2408.93
1517807190,localhost,17.59,17.77,914.21,2408.93
1517807205,localhost,99.5833333333,48.0866666667,101826.253333,88392.3533333
1517807220,localhost,263.57,108.72,303650.34,260359.2
1517807235,localhost,263.57,108.72,303650.34,260359.2
1517807250,localhost,117.77,55.83,122100.744,105754.548
1517807265,localhost,20.57,20.57,1067.68,2684.78
1517807280,localhost,20.57,20.57,1067.68,2684.78
1517807295,localhost,20.57,20.57,1067.68,2684.78
1517807310,localhost,20.57,20.57,1067.68,2684.78
1517807325,localhost,342.975333333,98.3833333333,398939.133333,395353.473333
1517807340,localhost,1229.59,312.37,1493085.63,1475192.38
1517807355,localhost,1229.59,312.37,1493085.63,1475192.38
1517807370,localhost,416.063333333,110.41,498017.21,492783.226667
1517807385,localhost,9.3,9.43,483.0,1578.65
1517807400,localhost,9.3,9.43,483.0,1578.65
