1517806515,__SummaryInfo__,854.843,970.792,1.0
1517806530,__SummaryInfo__,854.843,970.792,1.0
1517806545,__SummaryInfo__,854.843,970.792,1.0
1517806560,__SummaryInfo__,854.840333333,970.792,1.0
1517806575,__SummaryInfo__,854.833,970.792,1.0
1517806590,__SummaryInfo__,854.833,970.792,1.0
1517806605,__SummaryInfo__,854.833,970.792,1.0
1517806620,__SummaryInfo__,854.833,970.792,1.0
1517806635,__SummaryInfo__,854.833,970.792,1.0
1517806650,__SummaryInfo__,854.833,970.792,1.0
1517806665,__SummaryInfo__,854.833,970.792,1.0
1517806680,__SummaryInfo__,854.833,970.792,1.0
1517806695,__SummaryInfo__,854.833,970.792,1.0
1517806710,__SummaryInfo__,854.833,970.792,1.0
1517806725,__SummaryInfo__,854.833,970.792,1.0
1517806740,__SummaryInfo__,854.833,970.792,1.0
1517806755,__SummaryInfo__,854.833,970.792,1.0
1517806770,__SummaryInfo__,854.833,970.792,1.0
1517806785,__SummaryInfo__,854.833,970.792,1.0
1517806800,__SummaryInfo__,854.833,970.792,1.0
1517806815,__SummaryInfo__,854.833,970.792,1.0
1517806830,__SummaryInfo__,854.833,970.792,1.0
1517806845,__SummaryInfo__,854.833,970.792,1.0
1517806860,__SummaryInfo__,854.833,970.792,1.0
1517806875,__SummaryInfo__,854.833,970.792,1.0
1517806890,__SummaryInfo__,854.833,970.792,1.0
1517806905,__SummaryInfo__,854.833,970.792,1.0
1517806920,__SummaryInfo__,854.833,970.792,1.0
1517806935,__SummaryInfo__,854.833,970.792,1.0
1517806950,__SummaryInfo__,854.833,970.792,1.0
1517806965,__SummaryInfo__,854.833,970.792,1.0
1517806980,__SummaryInfo__,854.833,970.792,1.0
1517806995,__SummaryInfo__,854.833,970.792,1.0
1517807010,__SummaryInfo__,854.833,970.792,1.0
1517807025,__SummaryInfo__,854.833,970.792,1.0
1517807040,__SummaryInfo__,854.833,970.792,1.0
1517807055,__SummaryInfo__,854.833,970.792,1.0
1517807070,__SummaryInfo__,854.833,970.792,1.0
1517807085,__SummaryInfo__,854.833,970.792,1.0
1517807100,__SummaryInfo__,854.833,970.792,1.0
1517807115,__SummaryInfo__,854.833,970.792,1.0
1517807130,__SummaryInfo__,854.833,970.792,1.0
1517807145,__SummaryInfo__,854.833,970.792,1.0
1517807160,__SummaryInfo__,854.833,970.792,1.0
1517807175,__SummaryInfo__,854.833,970.792,1.0
1517807190,__SummaryInfo__,854.833,970.792,1.0
1517807205,__SummaryInfo__,854.833,970.792,1.0
1517807220,__SummaryInfo__,854.833,970.792,1.0
1517807235,__SummaryInfo__,854.833,970.792,1.0
1517807250,__SummaryInfo__,854.833,970.792,1.0
1517807265,__SummaryInfo__,854.833,970.792,1.0
1517807280,__SummaryInfo__,854.833,970.792,1.0
1517807295,__SummaryInfo__,854.832066667,970.792,1.0
1517807310,__SummaryInfo__,854.832,970.792,1.0
1517807325,__SummaryInfo__,854.832,970.792,1.0
1517807340,__SummaryInfo__,854.832,970.792,1.0
1517807355,__SummaryInfo__,854.832,970.792,1.0
1517807370,__SummaryInfo__,854.832,970.792,1.0
1517807385,__SummaryInfo__,854.832,970.792,1.0
1517807400,__SummaryInfo__,854.832,970.792,1.0
