1517806515,__SummaryInfo__,455760.0,51059380.0,15983236.0,0.0,69365544.0,0.0,0.0,1.0
1517806530,__SummaryInfo__,455760.0,51059380.0,15983236.0,0.0,69365544.0,0.0,0.0,1.0
1517806545,__SummaryInfo__,455760.0,51059380.0,15983236.0,0.0,69365544.0,0.0,0.0,1.0
1517806560,__SummaryInfo__,455762.133333,51059406.6667,15970578.9333,0.0,69365544.0,0.0,0.0,1.0
1517806575,__SummaryInfo__,455768.0,51059480.0,15935772.0,0.0,69365544.0,0.0,0.0,1.0
1517806590,__SummaryInfo__,455768.0,51059480.0,15935772.0,0.0,69365544.0,0.0,0.0,1.0
1517806605,__SummaryInfo__,455768.0,51059497.0667,15901568.2667,0.0,69365544.0,0.0,0.0,1.0
1517806620,__SummaryInfo__,455768.0,51059544.0,15807508.0,0.0,69365544.0,0.0,0.0,1.0
1517806635,__SummaryInfo__,455768.0,51059544.0,15807508.0,0.0,69365544.0,0.0,0.0,1.0
1517806650,__SummaryInfo__,455768.0,51059554.6667,13630233.3333,0.0,69365544.0,0.0,0.0,1.0
1517806665,__SummaryInfo__,455768.0,51059560.0,12541596.0,0.0,69365544.0,0.0,0.0,1.0
1517806680,__SummaryInfo__,455768.0,51059560.0,12541596.0,0.0,69365544.0,0.0,0.0,1.0
1517806695,__SummaryInfo__,455768.0,51059560.0,12541596.0,0.0,69365544.0,0.0,0.0,1.0
1517806710,__SummaryInfo__,455768.0,51059560.0,12541596.0,0.0,69365544.0,0.0,0.0,1.0
1517806725,__SummaryInfo__,455769.333333,51061317.3333,12537996.0,0.0,69365544.0,0.0,0.0,1.0
1517806740,__SummaryInfo__,455772.0,51064832.0,12530796.0,0.0,69365544.0,0.0,0.0,1.0
1517806755,__SummaryInfo__,455772.0,51064832.0,12530796.0,0.0,69365544.0,0.0,0.0,1.0
1517806770,__SummaryInfo__,455782.666667,51067368.0,12528481.3333,0.0,69365544.0,0.0,0.0,1.0
1517806785,__SummaryInfo__,455788.0,51068636.0,12527324.0,0.0,69365544.0,0.0,0.0,1.0
1517806800,__SummaryInfo__,455788.0,51068636.0,12527324.0,0.0,69365544.0,0.0,0.0,1.0
1517806815,__SummaryInfo__,455796.0,51071888.0,12524540.0,0.0,69365544.0,0.0,0.0,1.0
1517806830,__SummaryInfo__,455796.0,51071888.0,12524540.0,0.0,69365544.0,0.0,0.0,1.0
1517806845,__SummaryInfo__,455796.0,51072963.2,12523127.2,0.0,69365544.0,0.0,0.0,1.0
1517806860,__SummaryInfo__,455796.0,51074576.0,12521008.0,0.0,69365544.0,0.0,0.0,1.0
1517806875,__SummaryInfo__,455796.0,51074576.0,12521008.0,0.0,69365544.0,0.0,0.0,1.0
1517806890,__SummaryInfo__,455798.666667,51077061.3333,12519552.0,0.0,69365544.0,0.0,0.0,1.0
1517806905,__SummaryInfo__,455800.0,51078304.0,12518824.0,0.0,69365544.0,0.0,0.0,1.0
1517806920,__SummaryInfo__,455800.0,51078304.0,12518824.0,0.0,69365544.0,0.0,0.0,1.0
1517806935,__SummaryInfo__,455800.0,51082736.0,12444552.0,0.0,69365544.0,0.0,0.0,1.0
1517806950,__SummaryInfo__,455800.0,51082736.0,12444552.0,0.0,69365544.0,0.0,0.0,1.0
1517806965,__SummaryInfo__,455800.0,51083753.6,12471707.2,0.0,69365544.0,0.0,0.0,1.0
1517806980,__SummaryInfo__,455800.0,51085280.0,12512440.0,0.0,69365544.0,0.0,0.0,1.0
1517806995,__SummaryInfo__,455800.0,51085280.0,12512440.0,0.0,69365544.0,0.0,0.0,1.0
1517807010,__SummaryInfo__,455800.0,51089477.6,12507893.3333,0.0,69365544.0,0.0,0.0,1.0
1517807025,__SummaryInfo__,455800.0,51091004.0,12506240.0,0.0,69365544.0,0.0,0.0,1.0
1517807040,__SummaryInfo__,455800.533333,51094734.4,12502667.4667,0.0,69365544.0,0.0,0.0,1.0
1517807055,__SummaryInfo__,455808.0,51146960.0,12452652.0,0.0,69365544.0,0.0,0.0,1.0
1517807070,__SummaryInfo__,455808.0,51146960.0,12452652.0,0.0,69365544.0,0.0,0.0,1.0
1517807085,__SummaryInfo__,455812.8,51166582.4,13742690.4,0.0,69365544.0,0.0,0.0,1.0
1517807100,__SummaryInfo__,455820.0,51196016.0,15677748.0,0.0,69365544.0,0.0,0.0,1.0
1517807115,__SummaryInfo__,455820.0,51196016.0,15677748.0,0.0,69365544.0,0.0,0.0,1.0
1517807130,__SummaryInfo__,455820.0,51196032.0,15600198.6667,0.0,69365544.0,0.0,0.0,1.0
