1517074125,__SummaryInfo__,0.0,0.0,0.0,0.0,1.0
1517074140,__SummaryInfo__,0.94,0.564,77.128,84.576,1.0
1517074155,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074170,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074185,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074200,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074215,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074230,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074245,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074260,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074275,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074290,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074305,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074320,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074335,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074350,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074365,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074380,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074395,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074410,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074425,__SummaryInfo__,4.7,2.82,385.64,422.88,1.0
1517074440,__SummaryInfo__,4.42533333333,2.674,362.600666667,420.511333333,1.0
1517074455,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074470,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074485,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074500,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074515,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074530,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074545,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074560,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074575,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074590,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074605,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074620,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074635,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074650,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074665,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074680,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074695,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074710,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074725,__SummaryInfo__,0.58,0.63,40.05,387.35,1.0
1517074740,__SummaryInfo__,0.617333333333,0.928666666667,41.1606666667,750.435333333,1.0
1517074755,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074770,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074785,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074800,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074815,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074830,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074845,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074860,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074875,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074890,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074905,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074920,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074935,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074950,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074965,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074980,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517074995,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517075010,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517075025,__SummaryInfo__,0.62,0.95,41.24,776.37,1.0
1517075040,__SummaryInfo__,1.15533333333,1.24333333333,77.2173333333,671.723333333,1.0
1517075055,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075070,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075085,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075100,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075115,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075130,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075145,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075160,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075175,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075190,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
1517075205,__SummaryInfo__,1.35,1.35,90.3,633.67,1.0
