1517074125,__SummaryInfo__,0.0,96.5133333333,0.0,16.0,2593.0,0.0,0.146666666667,3.26666666667,1.0
1517074140,__SummaryInfo__,0.0,97.48,0.0,16.0,2593.0,0.0,0.0,2.52,1.0
1517074155,__SummaryInfo__,0.0,94.84,0.0,16.0,2593.0,0.0,0.0,5.14666666667,1.0
1517074170,__SummaryInfo__,0.0,96.56,0.0,16.0,2593.0,0.0,0.0,3.35333333333,1.0
1517074185,__SummaryInfo__,0.0,97.2733333333,0.0,16.0,2593.0,0.0,0.0,2.72,1.0
1517074200,__SummaryInfo__,0.0,92.86,0.0,16.0,2593.0,0.0,0.0,7.04666666667,1.0
1517074215,__SummaryInfo__,0.0,94.7866666667,0.0,16.0,2593.0,0.0,0.0,5.20666666667,1.0
1517074230,__SummaryInfo__,0.0,90.5466666667,0.0,16.0,2593.0,0.0,0.0,9.36,1.0
1517074245,__SummaryInfo__,0.0,92.9666666667,0.0,16.0,2593.0,0.0,0.0,7.03333333333,1.0
1517074260,__SummaryInfo__,0.0,98.1,0.0,16.0,2593.0,0.0,0.0,1.9,1.0
1517074275,__SummaryInfo__,0.0,98.1,0.0,16.0,2593.0,0.0,0.0,1.9,1.0
1517074290,__SummaryInfo__,0.0,97.7266666667,0.0,16.0,2593.0,0.0,0.0133333333333,2.26,1.0
1517074305,__SummaryInfo__,0.0,95.68,0.0,16.0,2593.0,0.0,0.08,4.24,1.0
1517074320,__SummaryInfo__,0.0,97.04,0.0,16.0,2593.0,0.0,0.0,2.96,1.0
1517074335,__SummaryInfo__,0.0,96.52,0.0,16.0,2593.0,0.0,0.0,3.45333333333,1.0
1517074350,__SummaryInfo__,0.0,96.08,0.0,16.0,2593.0,0.0,0.0,3.84,1.0
1517074365,__SummaryInfo__,0.0,95.66,0.0,16.0,2593.0,0.0,0.0,4.32,1.0
1517074380,__SummaryInfo__,0.0,96.9933333333,0.0,16.0,2593.0,0.0,0.0,2.90666666667,1.0
1517074395,__SummaryInfo__,0.0,93.96,0.0,16.0,2593.0,0.0,0.0,5.94666666667,1.0
1517074410,__SummaryInfo__,0.0,97.6,0.0,16.0,2593.0,0.0,0.0,2.4,1.0
1517074425,__SummaryInfo__,0.0,97.2266666667,0.0,16.0,2593.0,0.0,0.0,2.77333333333,1.0
