1517074125,localhost,283.878,322.85
1517074140,localhost,283.878,322.85
1517074155,localhost,283.878,322.85
1517074170,localhost,283.878,322.85
1517074185,localhost,283.878,322.85
1517074200,localhost,283.878,322.85
1517074215,localhost,283.878,322.85
1517074230,localhost,283.878,322.85
1517074245,localhost,283.878,322.85
1517074260,localhost,283.878,322.85
1517074275,localhost,283.878,322.85
1517074290,localhost,283.878,322.85
1517074305,localhost,283.878,322.85
1517074320,localhost,283.878,322.85
1517074335,localhost,283.878,322.85
1517074350,localhost,283.878,322.85
1517074365,localhost,283.878,322.85
1517074380,localhost,283.878,322.85
1517074395,localhost,283.878,322.85
1517074410,localhost,283.878,322.85
1517074425,localhost,283.878,322.85
1517074440,localhost,283.878,322.85
1517074455,localhost,283.878,322.85
1517074470,localhost,283.878,322.85
1517074485,localhost,283.878,322.85
1517074500,localhost,283.878,322.85
1517074515,localhost,283.878,322.85
1517074530,localhost,283.878,322.85
1517074545,localhost,283.878,322.85
1517074560,localhost,283.878,322.85
1517074575,localhost,283.878,322.85
1517074590,localhost,283.878,322.85
1517074605,localhost,283.878,322.85
1517074620,localhost,283.878,322.85
1517074635,localhost,283.878,322.85
1517074650,localhost,283.878,322.85
1517074665,localhost,283.878,322.85
1517074680,localhost,283.878,322.85
1517074695,localhost,283.878,322.85
1517074710,localhost,283.878,322.85
1517074725,localhost,283.878,322.85
1517074740,localhost,283.878,322.85
1517074755,localhost,283.878,322.85
1517074770,localhost,283.878,322.85
1517074785,localhost,283.878,322.85
1517074800,localhost,283.878,322.85
1517074815,localhost,283.878,322.85
1517074830,localhost,283.878,322.85
1517074845,localhost,283.878,322.85
1517074860,localhost,283.878,322.85
1517074875,localhost,283.878,322.85
1517074890,localhost,283.878,322.85
1517074905,localhost,283.878,322.85
1517074920,localhost,283.878,322.85
1517074935,localhost,283.878,322.85
1517074950,localhost,283.878,322.85
1517074965,localhost,283.878,322.85
1517074980,localhost,283.878,322.85
1517074995,localhost,283.878,322.85
1517075010,localhost,283.878,322.85
1517075025,localhost,283.878,322.85
1517075040,localhost,283.878,322.85
1517075055,localhost,283.878,322.85
1517075070,localhost,283.878,322.85
1517075085,localhost,283.878,322.85
1517075100,localhost,283.878,322.85
1517075115,localhost,283.878,322.85
1517075130,localhost,283.878,322.85
1517075145,localhost,283.878,322.85
1517075160,localhost,283.878,322.85
1517075175,localhost,283.878,322.85
1517075190,localhost,283.878,322.85
1517075205,localhost,283.878,322.85
