1517861985,__SummaryInfo__,861.278,970.792,1.0
1517862000,__SummaryInfo__,861.278,970.792,1.0
1517862015,__SummaryInfo__,861.278,970.792,1.0
1517862030,__SummaryInfo__,861.278,970.792,1.0
1517862045,__SummaryInfo__,861.278,970.792,1.0
1517862060,__SummaryInfo__,861.278,970.792,1.0
1517862075,__SummaryInfo__,861.278,970.792,1.0
1517862090,__SummaryInfo__,861.278,970.792,1.0
1517862105,__SummaryInfo__,861.278,970.792,1.0
1517862120,__SummaryInfo__,861.278,970.792,1.0
1517862135,__SummaryInfo__,861.278,970.792,1.0
1517862150,__SummaryInfo__,861.277533333,970.792,1.0
1517862165,__SummaryInfo__,861.277,970.792,1.0
1517862180,__SummaryInfo__,861.277,970.792,1.0
1517862195,__SummaryInfo__,861.277,970.792,1.0
1517862210,__SummaryInfo__,861.277,970.792,1.0
1517862225,__SummaryInfo__,861.277,970.792,1.0
1517862240,__SummaryInfo__,861.277,970.792,1.0
1517862255,__SummaryInfo__,861.277,970.792,1.0
1517862270,__SummaryInfo__,861.277,970.792,1.0
1517862285,__SummaryInfo__,861.277,970.792,1.0
1517862300,__SummaryInfo__,861.277,970.792,1.0
1517862315,__SummaryInfo__,861.277,970.792,1.0
1517862330,__SummaryInfo__,861.277,970.792,1.0
1517862345,__SummaryInfo__,861.277,970.792,1.0
1517862360,__SummaryInfo__,861.277,970.792,1.0
1517862375,__SummaryInfo__,861.277,970.792,1.0
1517862390,__SummaryInfo__,861.277,970.792,1.0
1517862405,__SummaryInfo__,861.277,970.792,1.0
1517862420,__SummaryInfo__,861.277,970.792,1.0
1517862435,__SummaryInfo__,861.277,970.792,1.0
1517862450,__SummaryInfo__,861.277,970.792,1.0
1517862465,__SummaryInfo__,861.277,970.792,1.0
1517862480,__SummaryInfo__,861.277,970.792,1.0
1517862495,__SummaryInfo__,861.277,970.792,1.0
1517862510,__SummaryInfo__,861.2768,970.792,1.0
1517862525,__SummaryInfo__,861.276,970.792,1.0
1517862540,__SummaryInfo__,861.276,970.792,1.0
1517862555,__SummaryInfo__,861.276,970.792,1.0
1517862570,__SummaryInfo__,861.276,970.792,1.0
1517862585,__SummaryInfo__,861.276,970.792,1.0
1517862600,__SummaryInfo__,861.276,970.792,1.0
1517862615,__SummaryInfo__,861.276,970.792,1.0
1517862630,__SummaryInfo__,861.276,970.792,1.0
1517862645,__SummaryInfo__,861.276,970.792,1.0
1517862660,__SummaryInfo__,861.276,970.792,1.0
1517862675,__SummaryInfo__,861.276,970.792,1.0
1517862690,__SummaryInfo__,861.276,970.792,1.0
1517862705,__SummaryInfo__,861.276,970.792,1.0
1517862720,__SummaryInfo__,861.276,970.792,1.0
1517862735,__SummaryInfo__,861.276,970.792,1.0
1517862750,__SummaryInfo__,861.276,970.792,1.0
1517862765,__SummaryInfo__,861.276,970.792,1.0
1517862780,__SummaryInfo__,861.276,970.792,1.0
1517862795,__SummaryInfo__,861.276,970.792,1.0
