1517861985,localhost,861.278,970.792
1517862000,localhost,861.278,970.792
1517862015,localhost,861.278,970.792
1517862030,localhost,861.278,970.792
1517862045,localhost,861.278,970.792
1517862060,localhost,861.278,970.792
1517862075,localhost,861.278,970.792
1517862090,localhost,861.278,970.792
1517862105,localhost,861.278,970.792
1517862120,localhost,861.278,970.792
1517862135,localhost,861.278,970.792
1517862150,localhost,861.277533333,970.792
1517862165,localhost,861.277,970.792
1517862180,localhost,861.277,970.792
1517862195,localhost,861.277,970.792
1517862210,localhost,861.277,970.792
1517862225,localhost,861.277,970.792
1517862240,localhost,861.277,970.792
1517862255,localhost,861.277,970.792
1517862270,localhost,861.277,970.792
1517862285,localhost,861.277,970.792
1517862300,localhost,861.277,970.792
1517862315,localhost,861.277,970.792
1517862330,localhost,861.277,970.792
1517862345,localhost,861.277,970.792
1517862360,localhost,861.277,970.792
1517862375,localhost,861.277,970.792
1517862390,localhost,861.277,970.792
1517862405,localhost,861.277,970.792
1517862420,localhost,861.277,970.792
1517862435,localhost,861.277,970.792
1517862450,localhost,861.277,970.792
1517862465,localhost,861.277,970.792
1517862480,localhost,861.277,970.792
1517862495,localhost,861.277,970.792
1517862510,localhost,861.2768,970.792
1517862525,localhost,861.276,970.792
1517862540,localhost,861.276,970.792
1517862555,localhost,861.276,970.792
1517862570,localhost,861.276,970.792
1517862585,localhost,861.276,970.792
1517862600,localhost,861.276,970.792
1517862615,localhost,861.276,970.792
1517862630,localhost,861.276,970.792
1517862645,localhost,861.276,970.792
1517862660,localhost,861.276,970.792
1517862675,localhost,861.276,970.792
1517862690,localhost,861.276,970.792
1517862705,localhost,861.276,970.792
1517862720,localhost,861.276,970.792
1517862735,localhost,861.276,970.792
1517862750,localhost,861.276,970.792
1517862765,localhost,861.276,970.792
1517862780,localhost,861.276,970.792
1517862795,localhost,861.276,970.792
