1517861985,localhost,504180.0,42156628.0,2189880.0,0.0,69365544.0,0.0,0.0
1517862000,localhost,504180.0,42156628.0,2189880.0,0.0,69365544.0,0.0,0.0
1517862015,localhost,501777.6,40476543.7333,1613647.2,0.0,69365544.0,0.0,0.0
1517862030,localhost,500904.0,39865604.0,1404108.0,0.0,69365544.0,0.0,0.0
1517862045,localhost,500905.066667,39888872.8,1630993.33333,0.0,69365544.0,0.0,0.0
1517862060,localhost,500912.0,40040120.0,3105748.0,0.0,69365544.0,0.0,0.0
1517862075,localhost,500912.0,40040120.0,3105748.0,0.0,69365544.0,0.0,0.0
1517862090,localhost,500772.0,39960081.0667,2329393.86667,0.0,69365544.0,0.0,0.0
1517862105,localhost,500612.0,39868608.0,1442132.0,0.0,69365544.0,0.0,0.0
1517862120,localhost,500612.0,39868608.0,1442132.0,0.0,69365544.0,0.0,0.0
1517862135,localhost,500631.2,39868860.8,1525172.0,0.0,69365544.0,0.0,0.0
1517862150,localhost,500636.0,39868924.0,1545932.0,0.0,69365544.0,0.0,0.0
1517862165,localhost,500619.466667,39853150.1333,1820669.6,0.0,69365544.0,0.0,0.0
1517862180,localhost,500512.0,39750620.0,3606464.0,0.0,69365544.0,0.0,0.0
1517862195,localhost,500512.0,39750620.0,3606464.0,0.0,69365544.0,0.0,0.0
1517862210,localhost,500519.466667,39750651.7333,2651285.06667,0.0,69365544.0,0.0,0.0
1517862225,localhost,500528.0,39750688.0,1559652.0,0.0,69365544.0,0.0,0.0
1517862240,localhost,500528.0,39750688.0,1559652.0,0.0,69365544.0,0.0,0.0
1517862255,localhost,500465.6,39697110.6667,1149531.46667,0.0,69365544.0,0.0,0.0
1517862270,localhost,500456.0,39688868.0,1086436.0,0.0,69365544.0,0.0,0.0
1517862285,localhost,500386.133333,39631145.3333,1330630.66667,0.0,69365544.0,0.0,0.0
1517862300,localhost,499932.0,39255948.0,2917896.0,0.0,69365544.0,0.0,0.0
1517862315,localhost,499932.0,39255948.0,2917896.0,0.0,69365544.0,0.0,0.0
1517862330,localhost,499944.8,39256026.9333,3927845.86667,0.0,69365544.0,0.0,0.0
1517862345,localhost,499956.0,39256096.0,4811552.0,0.0,69365544.0,0.0,0.0
1517862360,localhost,499956.0,39256096.0,4811552.0,0.0,69365544.0,0.0,0.0
1517862375,localhost,499966.4,39256179.2,2862924.8,0.0,69365544.0,0.0,0.0
1517862390,localhost,499968.0,39256192.0,2563136.0,0.0,69365544.0,0.0,0.0
1517862405,localhost,499969.6,39256228.0,2349500.8,0.0,69365544.0,0.0,0.0
1517862420,localhost,499976.0,39256372.0,1494960.0,0.0,69365544.0,0.0,0.0
1517862435,localhost,499976.0,39256372.0,1494960.0,0.0,69365544.0,0.0,0.0
1517862450,localhost,499993.066667,39256459.4667,2061560.53333,0.0,69365544.0,0.0,0.0
1517862465,localhost,500008.0,39256536.0,2557336.0,0.0,69365544.0,0.0,0.0
1517862480,localhost,500008.0,39256536.0,2557336.0,0.0,69365544.0,0.0,0.0
1517862495,localhost,500025.333333,39256619.2,4172282.66667,0.0,69365544.0,0.0,0.0
1517862510,localhost,500028.0,39256632.0,4420736.0,0.0,69365544.0,0.0,0.0
1517862525,localhost,500028.0,39256632.0,4420736.0,0.0,69365544.0,0.0,0.0
1517862540,localhost,500052.266667,39256753.3333,1742580.0,0.0,69365544.0,0.0,0.0
1517862555,localhost,500056.0,39256772.0,1330556.0,0.0,69365544.0,0.0,0.0
1517862570,localhost,500058.133333,39256804.0,2226490.93333,0.0,69365544.0,0.0,0.0
1517862585,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862600,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862615,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862630,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862645,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862660,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862675,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862690,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862705,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862720,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862735,localhost,500064.0,39256892.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862750,localhost,500081.333333,39256896.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862765,localhost,500116.0,39256904.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862780,localhost,500116.0,39256904.0,4690312.0,0.0,69365544.0,0.0,0.0
1517862795,localhost,500116.0,39256904.0,4690312.0,0.0,69365544.0,0.0,0.0
